uuid,old_value,question,issue,check_id,check_binding,enumerator_num,date_assessment,change_type,new_value
21c59d50-bcd7-4987-a5ba-2375e36cfffc,وذلك لان شبكة المياه المستخدمة قديمة جدا..بالتالي زيادة السكان والتوسع بالمنطقة هو السبب في ضعف المياه..المقصد من الكلام . على سبيل المثال.الدائرة كانت تستطيع امداد 1000 بيت بالمياه طوال الاسبوع وبدون انقطاع..اما الان فقد زاد عدد السكان مما اد الى افتقار الدائرة لتزويد السكان بالمياه الكافيه..بالمختصر .. افتقار الدائرة على سد حاجة السكان بالمياه بشكل مستمر.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 21c59d50-bcd7-4987-a5ba-2375e36cfffc,11,44383,no_action,NA
222d5a7f-1962-4516-9127-6f5c2e574f96,قلة المياه التي تضخ لهذا الحي.حيث يتم توزيع المياه لمرة واحدة في الاسبوع.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 222d5a7f-1962-4516-9127-6f5c2e574f96,11,44391,no_action,NA
22c80a10-ddc1-42df-adc4-16d0beaaf0be,بسبب ضعف ضخ المياه للحي.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 22c80a10-ddc1-42df-adc4-16d0beaaf0be,11,44388,no_action,NA
22c80a10-ddc1-42df-adc4-16d0beaaf0be,بسبب معرفته ان الشكوة او مراجعة الدائرة لن تحل المشكلة ولذلك بسبب سوء الكهرباء التي توفر لقضاء تلعفر.اي ان الكهرباء لاتكفي لتشغيل مشروع المياه بشكل مستمر.,problems_water_who_appr_not_other,recode other,NA,problems_water_who_appr_not_other ~/~ 22c80a10-ddc1-42df-adc4-16d0beaaf0be,11,44388,no_action,NA
23a48948-6905-4769-aeb5-8818ba5a83ab,بسبب صغر حجم انابيب شبكة المياه مما يؤدي اي قلة المياه التي تصل الى هذه المنطقة.اضف عليها ان الضخ يكون مرة واحدة اسبوعيا.وهذا هو سبب قلة المياه في هذه المنطقة.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 23a48948-6905-4769-aeb5-8818ba5a83ab,11,44385,no_action,NA
248f7774-319a-4368-91d2-a1f8dec9972d,92.39950 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 248f7774-319a-4368-91d2-a1f8dec9972d,11,44382,remove_survey,NA
248f7774-319a-4368-91d2-a1f8dec9972d,بالنسبة لهذه العائلة فهم لايعلمون لماذا وقد ذكرت السبب من قبل ان رب الاسرة وابنائه ساكنون في تركيا وبناته ساكنون في هذا البيت. ورب الاسرة الحالي هو بنته البالغة من العمر 33 سنة اي ان ليس لهذه العائلة رجل يكون هو المسؤول عن مثل هذه الامور..ولكن قمت بطرح سؤال مشابه لهذا السؤال الا وهو.هل قام احد من الجيران برفع شكوة على الدائرة وماذا كانت الاجابة؟ وكانت الاجابة نعم لقد رفعو شكوة وكان الرد من قبل الموظفين انهم سيقومون بتحسين ضخ الماء وحل هذه المشكلة ولكن النتيجة كانت ( مجرد وعود كاذبة).,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 248f7774-319a-4368-91d2-a1f8dec9972d,11,44382,no_action,NA
248f7774-319a-4368-91d2-a1f8dec9972d,السبب في ذلك ان رب الاسرة وابنائه ساكنون في تركيا..اما بناته فهم ساكنون في هذا البيت..لذلك ليس لديهم احد يكون هو المسؤول عن مثل هذه الامور.اي ان لديهم الرغبة في رفع شكوة ولكن ليس لديهم احد يقوم بايصال هذه الشكوة.ورب الاسرة في هذا البيت هو بنته البالغة من العمر 33 سنة.,problems_water_who_appr_not_other,recode other,NA,problems_water_who_appr_not_other ~/~ 248f7774-319a-4368-91d2-a1f8dec9972d,11,44382,no_action,NA
249696fd-c955-46a0-81d2-f8850f376cda,"لاتوجد واسطه في المنطقه تاتي بمشروع الماء الئ الحي
ضعف في قوه دفع الماء
قله في ايام تزويد المنطقه بالماء",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 249696fd-c955-46a0-81d2-f8850f376cda,6,44389,no_action,NA
2498556b-4165-4a85-a7d9-c6ce75032747,"لان منطقتنا أعلى من شبكه المياه 
ضعف في توصيل الكهرباء إلى الشبكه 
",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 2498556b-4165-4a85-a7d9-c6ce75032747,5,44382,no_action,NA
254ea540-e575-410a-bfb8-47fa8e360b52,118.11638 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 254ea540-e575-410a-bfb8-47fa8e360b52,1,44391,remove_survey,NA
254ea540-e575-410a-bfb8-47fa8e360b52,عدم اهتمام واضح لهذا الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 254ea540-e575-410a-bfb8-47fa8e360b52,1,44391,no_action,NA
25e82ffe-7b0d-4a81-be98-eeb6283c79b4,"شبكه المياه ضعيفه جدا
وقله ايام التزويد بالماء
نطالب ولا من مستمع",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 25e82ffe-7b0d-4a81-be98-eeb6283c79b4,5,44388,no_action,NA
25f1b8e3-83a0-49fe-b8b1-431013d38fba,232.79005 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 25f1b8e3-83a0-49fe-b8b1-431013d38fba,10,44390,remove_survey,NA
25f1b8e3-83a0-49fe-b8b1-431013d38fba,0.581081081081081,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 25f1b8e3-83a0-49fe-b8b1-431013d38fba,10,44390,no_action,NA
269ed294-6279-4439-8ee2-072af941579d,لايوجد اي تحسين على ارض الواقع وذلك بسبب نقص امكانيات دائرة مياه تلعفر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 269ed294-6279-4439-8ee2-072af941579d,14,44390,no_action,NA
27ddcf78-77b0-422f-975a-239c1c8ef7f8,يتم توفير مياه قليلة لهذا الحي مقارنة بباقي الاحياء.والسبب في ذلك ان دائرة المياه تقوم بضخ كمية اقل لهذا الحي مقارنة ببقية الاحياء.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 27ddcf78-77b0-422f-975a-239c1c8ef7f8,11,44384,no_action,NA
27ddcf78-77b0-422f-975a-239c1c8ef7f8,السبب في ذلك هو عدم الاهتمام.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 27ddcf78-77b0-422f-975a-239c1c8ef7f8,11,44384,no_action,NA
28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,20,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,15,44381,no_action,NA
28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,4,...1,outlier (log distribution),NA,...1 ~/~ 28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,15,44381,no_action,NA
28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,بعيدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 28b90cbb-2cf0-41c5-9ee1-1c719c0d4c02,15,44381,no_action,NA
299f16b7-9042-42a6-92f9-c37429ed674f,0.344594594594595,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 299f16b7-9042-42a6-92f9-c37429ed674f,4,44387,no_action,NA
299f16b7-9042-42a6-92f9-c37429ed674f,"لان المنطقه بعيده عن المصدر 
ولا ياتي الماء بشكل قوي",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 299f16b7-9042-42a6-92f9-c37429ed674f,4,44387,no_action,NA
2a5fb51c-6859-466e-9b94-d7b1fb46e3f6,عدم اهتمام واضح من قبل الدائرة لهذا الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 2a5fb51c-6859-466e-9b94-d7b1fb46e3f6,1,44386,no_action,NA
2b148a6e-90fc-496b-9d03-061377df2290,20.88648 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 2b148a6e-90fc-496b-9d03-061377df2290,8,44385,remove_survey,NA
2b49e747-84e8-429a-95a0-8d25f6448aa0,92.14940 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 2b49e747-84e8-429a-95a0-8d25f6448aa0,13,44388,remove_survey,NA
2b49e747-84e8-429a-95a0-8d25f6448aa0,لم نلتمس ذلك اضافة الى ان بيتنا خارج حدود البلدية (تجاوز),trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 2b49e747-84e8-429a-95a0-8d25f6448aa0,13,44388,no_action,NA
2b49e747-84e8-429a-95a0-8d25f6448aa0,خارج حدود البلدية البيت,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 2b49e747-84e8-429a-95a0-8d25f6448aa0,13,44388,no_action,NA
2cd180e8-7f2b-460b-82b5-fb9d163f8e7b,عدنان الاهتمام من قبل الموضفين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 2cd180e8-7f2b-460b-82b5-fb9d163f8e7b,8,44390,no_action,NA
2d46d647-1ad9-4ad5-90f0-0eabee91a650,بسبب سوء شبكة المياه وقلة المياه المتوفرة في الحي.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 2d46d647-1ad9-4ad5-90f0-0eabee91a650,11,44389,no_action,NA
2db6149a-3e4a-45d6-9eff-b4e24784694e,فساد مالي,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 2db6149a-3e4a-45d6-9eff-b4e24784694e,1,44385,no_action,NA
2db6149a-3e4a-45d6-9eff-b4e24784694e,بعد مشروع الماء عن الحي والحالة ل أنابيب الماء سيئة جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 2db6149a-3e4a-45d6-9eff-b4e24784694e,1,44385,no_action,NA
302247d9-6c9d-47f5-892b-37bb22a57caa,عدم توفرعدد للموضفين بشكل كافي لسد الحاجه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 302247d9-6c9d-47f5-892b-37bb22a57caa,8,44388,no_action,NA
30286db1-5ab5-428d-a950-66574bcd6143,البنى التحتية للمشروع سيئه وعدم وجود انابيب تصل الى الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 30286db1-5ab5-428d-a950-66574bcd6143,3,44385,no_action,NA
30286db1-5ab5-428d-a950-66574bcd6143,فساد اداري ومالي,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 30286db1-5ab5-428d-a950-66574bcd6143,3,44385,no_action,NA
31742119-37a2-4a4c-a688-15efa7914aff,بعد البيت عن الانابيب الرئيسة وضغط الماء اقل,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 31742119-37a2-4a4c-a688-15efa7914aff,9,44382,no_action,NA
320c78c9-6726-4f50-a302-728c48e088e6,104.52950 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 320c78c9-6726-4f50-a302-728c48e088e6,3,44385,remove_survey,NA
320c78c9-6726-4f50-a302-728c48e088e6,شبكة الماء سيئه جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 320c78c9-6726-4f50-a302-728c48e088e6,3,44385,no_action,NA
3272a70c-e591-4b11-8f0d-2d804d4af4c3,بسبب سوء شبكة المياه التي تغذي المنطقة.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 3272a70c-e591-4b11-8f0d-2d804d4af4c3,11,44389,no_action,NA
3370f726-395a-4675-94fe-9e745e0b36e9,3,air_coolers_hours,outlier (log distribution),NA,air_coolers_hours ~/~ 3370f726-395a-4675-94fe-9e745e0b36e9,7,44389,no_action,NA
337b765b-9a1b-401f-a755-8b4084df104c,125000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 337b765b-9a1b-401f-a755-8b4084df104c,6,44384,no_action,NA
337b765b-9a1b-401f-a755-8b4084df104c,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 337b765b-9a1b-401f-a755-8b4084df104c,6,44384,change_response,FALSE
337b765b-9a1b-401f-a755-8b4084df104c,المنطقه عاليه  وتوزيع بين الأحياء غير عادل بحاجه الئ زياده المضخات,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 337b765b-9a1b-401f-a755-8b4084df104c,6,44384,no_action,NA
3438f313-24e6-46fc-9597-cec440a737ce,بسبب التكسرات والتجاوزات على الخط الرئسي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 3438f313-24e6-46fc-9597-cec440a737ce,9,44382,no_action,NA
35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,0.567567567567568,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,10,44387,no_action,NA
35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,20,num_hh_member,outlier (normal distribution),NA,num_hh_member ~/~ 35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,10,44387,no_action,NA
35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,20,water_tank_nb_sharing,outlier (normal distribution),NA,water_tank_nb_sharing ~/~ 35e07137-9ffa-4cf7-9108-e42cd4dcc8b3,10,44387,no_action,NA
3642eb50-19ac-437f-9f5a-e28161e7715e,0.594594594594595,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 3642eb50-19ac-437f-9f5a-e28161e7715e,2,44385,no_action,NA
3642eb50-19ac-437f-9f5a-e28161e7715e,271.46612 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 3642eb50-19ac-437f-9f5a-e28161e7715e,2,44385,remove_survey,NA
367d6c37-ba91-40de-aed7-d66376a44349,وذلك بسبب قلة المياه التي توفر للحي.بحيث يتم توفير المياه لمرة واحدة في الاسبوع حيث لاتكفي لسد احتياجات السكان.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 367d6c37-ba91-40de-aed7-d66376a44349,11,44391,no_action,NA
368db42e-b7e8-4f10-b8ae-adda66fa701b,بسبب قرب تلك المناطق من مشروع الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 368db42e-b7e8-4f10-b8ae-adda66fa701b,9,44385,no_action,NA
36d5dddc-a024-4f1b-b947-993a284bac4c,كمية الماء لاتكفي لكافة القضاء ووجود المتجاوزين على الخط الرئيسي في ابو ماريا وحي العسكري والعلولية,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 36d5dddc-a024-4f1b-b947-993a284bac4c,9,44392,no_action,NA
36d5dddc-a024-4f1b-b947-993a284bac4c,يقولون المضخات معطلة او نقص مضخات وهذه المضخات لاتكفي لكافة القضاء,level_service_why_poor_other,recode other,NA,level_service_why_poor_other ~/~ 36d5dddc-a024-4f1b-b947-993a284bac4c,9,44392,no_action,NA
3788bd35-56db-4e18-a387-7fd9aa71ea30,120.59520 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 3788bd35-56db-4e18-a387-7fd9aa71ea30,13,44385,remove_survey,NA
3788bd35-56db-4e18-a387-7fd9aa71ea30,لا يوجد لديهم تخصيصات مالية كافية,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 3788bd35-56db-4e18-a387-7fd9aa71ea30,13,44385,no_action,NA
38348c11-bfcc-4052-99e8-4ab2877c9540,ايام توفر الماء بالاسبوع اقل,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 38348c11-bfcc-4052-99e8-4ab2877c9540,9,44385,no_action,NA
38d2f047-3036-458b-95fb-fc86f5b7924e,237.22895 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 38d2f047-3036-458b-95fb-fc86f5b7924e,1,44386,remove_survey,NA
38d2f047-3036-458b-95fb-fc86f5b7924e,عدم اهتمام بهذه المنطقه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 38d2f047-3036-458b-95fb-fc86f5b7924e,1,44386,no_action,NA
38fe6a1a-d68e-49de-8e7b-8370fd94a15d,بعد المصدر الرئيسي للمياه عن  المنطقة وعدم امداد المنطقة بالمياه لساعات وايام  كافية بالاسبوع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 38fe6a1a-d68e-49de-8e7b-8370fd94a15d,13,44392,no_action,NA
39bec254-69c6-4a60-8aba-098c1aaf6320,0.310810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 39bec254-69c6-4a60-8aba-098c1aaf6320,5,44392,no_action,NA
39bec254-69c6-4a60-8aba-098c1aaf6320,"وذالك لبعد المسافة عن مشروع ماء تلعفر
ولا يصل الماء الينا بالكامل
ضعف في ضغط الماء
ضعف في توزيع الماء على أحياء تلعفر",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 39bec254-69c6-4a60-8aba-098c1aaf6320,5,44392,no_action,NA
3c581874-a84b-47ca-8246-11757774e822,99.36125 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 3c581874-a84b-47ca-8246-11757774e822,10,44390,remove_survey,NA
3d9d4768-00b0-4db9-b975-44703e09f735,129.62273 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 3d9d4768-00b0-4db9-b975-44703e09f735,14,44384,remove_survey,NA
3d9d4768-00b0-4db9-b975-44703e09f735,لايوجد اي خطة لتحسين واقع المياه والشبكات وليس هنالك اي بوادر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 3d9d4768-00b0-4db9-b975-44703e09f735,14,44384,no_action,NA
3d9d4768-00b0-4db9-b975-44703e09f735,وذلك بسبب وجود بعض الاشخاص في بعض المناطق الذين يتمتعون بوجود علاقات مع بعض الموظفين في دائرة مياه تلعفر,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 3d9d4768-00b0-4db9-b975-44703e09f735,14,44384,no_action,NA
